,text,tweet_coord,tweet_created,tweet_location,negative,positive,neutral,compound,lemmatized,clean,blob_polarity,blob_subjectivity
3141, makes total sense except flight wasnt full  Ive got empty seats around me amp overheads were more than half open when I boarded,,2015-02-18 15:50:16 -0800,"San Francisco, CA",0.079,0.0,0.921,-0.2023,"['make', 'total', 'sense', 'except', 'wasnt', 'full', 'ive', 'got', 'empty', 'seat', 'around', 'overhead', 'half', 'open', 'boarded']",make total sense except wasnt full ive got empty seat around overhead half open boarded,0.016666666666666663,0.49333333333333335
3142,  Sorry to hear about your flight Do you need help reFlight Booking Problems  ,,2015-02-18 15:47:35 -0800,I'm just a kid from Oak Harbor,0.24,0.162,0.599,-0.0772,"['sorry', 'hear', 'need', 'help', 'reflight', 'booking', 'problem']",sorry hear need help reflight booking problem,-0.5,1.0
3143, now we are trying to get to San Juan from Chicago OHare Having lots of problems May get a standby flight,,2015-02-18 15:46:04 -0800,"Elkhart, Indiana",0.124,0.0,0.876,-0.4019,"['trying', 'get', 'san', 'juan', 'chicago', 'ohare', 'lot', 'problem', 'may', 'get', 'standby']",trying get san juan chicago ohare lot problem may get standby,0.0,0.0
3144, Alright thank you Is there a page that says the routes you have for each aircraft Specifically the 787,,2015-02-18 15:45:58 -0800,roblox.com,0.0,0.22,0.78,0.5423,"['alright', 'thank', 'page', 'say', 'route', 'aircraft', 'specifically']",alright thank page say route aircraft specifically,0.0,0.0
3145, well sortawe r trying to get to Aquadilla PR but only 1 flight goes there a day All are booked UA Cancelled Flighted our flight to NJ,,2015-02-18 15:42:17 -0800,"Elkhart, Indiana",0.096,0.06,0.845,-0.2382,"['well', 'sortawe', 'r', 'trying', 'get', 'aquadilla', 'pr', 'go', 'day', 'booked', 'cancelled', 'flighted', 'nj']",well sortawe r trying get aquadilla pr go day booked cancelled flighted nj,0.0,0.0
3146, why does it cost 547 to change the city of origin when the same flight on  costs 165 customerservicefail,,2015-02-18 15:37:19 -0800,,0.0,0.0,1.0,0.0,"['cost', 'change', 'city', 'origin', 'cost', 'customerservicefail']",cost change city origin cost customerservicefail,0.0,0.0
3147, I just sent a long note with some suggestions Thanks for getting back to me,,2015-02-18 15:35:09 -0800,,0.0,0.195,0.805,0.4404,"['sent', 'long', 'note', 'suggestion', 'thanks', 'getting', 'back']",sent long note suggestion thanks getting back,0.05000000000000001,0.20000000000000004
3148, there are at least 3 of us on UA1564 at ORD waiting to deplane to catch UA4232 to CLT Any chance of waiting to last second for us,"[41.98084325, -87.90939435]",2015-02-18 15:34:55 -0800,"San Francisco, California",0.0,0.071,0.929,0.25,"['least', 'u', 'ord', 'waiting', 'deplane', 'catch', 'clt', 'chance', 'waiting', 'last', 'second', 'u']",least u ord waiting deplane catch clt chance waiting last second u,-0.09999999999999999,0.15555555555555556
3149,  done thnx,,2015-02-18 15:33:41 -0800,,0.0,0.0,1.0,0.0,"['done', 'thnx']",done thnx,0.0,0.0
3150, Im still frustrated I gave up my seat amp the promised Travel Certificate was withheld wo explanation ,,2015-02-18 15:32:25 -0800,,0.171,0.126,0.704,-0.2263,"['still', 'frustrated', 'gave', 'seat', 'promised', 'travel', 'certificate', 'withheld', 'wo', 'explanation']",still frustrated gave seat promised travel certificate withheld wo explanation,-0.7,0.2
3151, gotta love giving up 1st class upgrade bc flight delayed to get another flight also delayed just to ensure I make my connection,,2015-02-18 15:30:00 -0800,BTR/DCA/IAD/MSY - etc,0.127,0.307,0.567,0.7506,"['gotta', 'love', 'giving', 'st', 'class', 'upgrade', 'bc', 'delayed', 'get', 'another', 'also', 'delayed', 'ensure', 'make', 'connection']",gotta love giving st class upgrade bc delayed get another also delayed ensure make connection,0.5,0.6
3152, PTY to PIT via IAH,,2015-02-18 15:28:13 -0800,Panamá,0.0,0.0,1.0,0.0,"['pty', 'pit', 'via', 'iah']",pty pit via iah,0.0,0.0
3153, Not sure what happened  MSP yesterday but VERY UNHAPPY my bag was not only delayed but sat at MSP for 8 hrs b4 delivery  230 am,,2015-02-18 15:26:55 -0800,Virginia,0.246,0.063,0.691,-0.7796,"['sure', 'happened', 'msp', 'yesterday', 'unhappy', 'bag', 'delayed', 'sat', 'msp', 'hr', 'b', 'delivery']",sure happened msp yesterday unhappy bag delayed sat msp hr b delivery,-0.04999999999999999,0.8944444444444444
3154, Is it possible to redeem miles for one part of a round trip itinerary without having to book two separate reservations,,2015-02-18 15:25:12 -0800,"Brooklyn, NY",0.0,0.0,1.0,0.0,"['possible', 'redeem', 'mile', 'one', 'part', 'round', 'trip', 'itinerary', 'without', 'book', 'two', 'separate', 'reservation']",possible redeem mile one part round trip itinerary without book two separate reservation,-0.1,0.7
3155, Im flying  on the way back I rarely fly them but lets see if they are any better,,2015-02-18 15:24:51 -0800,San Francisco,0.0,0.194,0.806,0.5927,"['flying', 'way', 'back', 'rarely', 'fly', 'let', 'see', 'better']",flying way back rarely fly let see better,0.43333333333333335,0.4666666666666666
3156, sent,,2015-02-18 15:24:41 -0800,"Oahu, Hi",0.0,0.0,1.0,0.0,['sent'],sent,0.0,0.0
3157, its almost like were punished for living near a large metro area EWR was top ranked for domestic delays Not good,,2015-02-18 15:20:49 -0800,,0.204,0.159,0.636,-0.2813,"['almost', 'like', 'punished', 'living', 'near', 'large', 'metro', 'area', 'ewr', 'top', 'ranked', 'domestic', 'delay', 'good']",almost like punished living near large metro area ewr top ranked domestic delay good,0.3028571428571428,0.4057142857142857
3158, Honestly I stopped trying to report things via website Now I just laugh Flights work Miles accrue Im sure its just cosmetic,,2015-02-18 15:19:58 -0800,Seattle,0.071,0.332,0.597,0.7906,"['honestly', 'stopped', 'trying', 'report', 'thing', 'via', 'website', 'laugh', 'flight', 'work', 'mile', 'accrue', 'sure', 'cosmetic']",honestly stopped trying report thing via website laugh flight work mile accrue sure cosmetic,0.4666666666666666,0.6296296296296297
3159, thanks Weather is understandable but when every single domestic flight is delayed because of inbound intl flights its crazy,,2015-02-18 15:17:43 -0800,,0.233,0.083,0.684,-0.5423,"['thanks', 'weather', 'understandable', 'every', 'single', 'domestic', 'delayed', 'inbound', 'intl', 'flight', 'crazy']",thanks weather understandable every single domestic delayed inbound intl flight crazy,-0.11785714285714285,0.35357142857142854
3160, 1007 HoustonBogota boarding again safety first it seems the mechanics fixed the problem faster good energy to fly homefamily,,2015-02-18 15:14:25 -0800,Colombia,0.106,0.306,0.588,0.6249,"['houstonbogota', 'boarding', 'safety', 'first', 'seems', 'mechanic', 'fixed', 'problem', 'faster', 'good', 'energy', 'fly', 'homefamily']",houstonbogota boarding safety first seems mechanic fixed problem faster good energy fly homefamily,0.46249999999999997,0.5083333333333333
3161, no tag number Luggage was taken off the weigh scale and appears to have been sent off on conveyor belt without any tag,,2015-02-18 15:13:30 -0800,,0.09,0.053,0.857,-0.2263,"['tag', 'number', 'luggage', 'taken', 'weigh', 'scale', 'appears', 'sent', 'conveyor', 'belt', 'without', 'tag']",tag number luggage taken weigh scale appears sent conveyor belt without tag,0.0,0.0
3162, have reported it  Still in Istanbul at the moment apparently  On the other plane haha  Hats off to the pilot,,2015-02-18 15:11:30 -0800,,0.0,0.136,0.864,0.4588,"['reported', 'still', 'istanbul', 'moment', 'apparently', 'plane', 'haha', 'hat', 'pilot']",reported still istanbul moment apparently plane haha hat pilot,0.125,0.32499999999999996
3163, Understandable I did try Flight Booking Problems several times for 2 passengers amp got the messages I mentioned before As for the agents price,,2015-02-18 15:11:24 -0800,,0.119,0.0,0.881,-0.4019,"['understandable', 'try', 'booking', 'problem', 'several', 'time', 'passenger', 'got', 'message', 'mentioned', 'agent', 'price']",understandable try booking problem several time passenger got message mentioned agent price,0.0,0.0
3164, hey awesome  Thanks for the reply will be filling the form out ,,2015-02-18 15:09:18 -0800,"Dallas, TX",0.0,0.412,0.588,0.7906,"['hey', 'awesome', 'thanks', 'reply', 'filling', 'form']",hey awesome thanks reply filling form,0.6,0.6
3165, flying tomorrow from mexico to US Mileage tkts dont show 1k status Help,,2015-02-18 15:08:35 -0800,,0.0,0.184,0.816,0.4019,"['flying', 'tomorrow', 'mexico', 'u', 'mileage', 'tkts', 'dont', 'show', 'k', 'status', 'help']",flying tomorrow mexico u mileage tkts dont show k status help,0.0,0.0
3166, correct date is 21115,,2015-02-18 15:08:32 -0800,,0.0,0.0,1.0,0.0,"['correct', 'date']",correct date,0.0,0.0
3167, 3 phone reps None could see I was rebooked so missed that flightTold to go standby for a nonexistent Late Flightr flight Did I hurt you,,2015-02-18 15:06:47 -0800,,0.239,0.0,0.761,-0.7404,"['phone', 'rep', 'none', 'could', 'see', 'rebooked', 'missed', 'flighttold', 'go', 'standby', 'nonexistent', 'late', 'flightr', 'hurt']",phone rep none could see rebooked missed flighttold go standby nonexistent late flightr hurt,-0.3,0.6
3168, a report was filed with the airport police on 11th and 12th FebruaryI have the police case number if required,,2015-02-18 15:06:41 -0800,,0.0,0.067,0.933,0.0772,"['report', 'filed', 'airport', 'police', 'th', 'th', 'februaryi', 'police', 'case', 'number', 'required']",report filed airport police th th februaryi police case number required,0.0,0.0
3169, cant DM youre not following LLY144 Rebooked on UA1516 but still need seats,,2015-02-18 15:04:11 -0800,"CO Springs, Occupied Colorado",0.0,0.0,1.0,0.0,"['cant', 'dm', 'youre', 'following', 'lly', 'rebooked', 'still', 'need', 'seat']",cant dm youre following lly rebooked still need seat,0.0,0.1
3170, the supervisor on situation Stacey took all our detailsno claim number given to us,,2015-02-18 15:02:04 -0800,,0.0,0.091,0.909,0.0772,"['supervisor', 'situation', 'stacey', 'took', 'detailsno', 'claim', 'number', 'given', 'u']",supervisor situation stacey took detailsno claim number given u,0.0,0.0
3171, 1 hour since boarding began and were still sitting at the gate  UA507,,2015-02-18 15:01:19 -0800,"Lakewood, Colorado",0.0,0.0,1.0,0.0,"['hour', 'since', 'boarding', 'began', 'still', 'sitting', 'gate']",hour since boarding began still sitting gate,0.0,0.0
3172, Tks for reply PSP employees blamed Late Flight departure on POTUS when main reasons were DVR flt Late Flight amp insufficient ground crew to handle,,2015-02-18 15:01:17 -0800,Memphis TN,0.114,0.0,0.886,-0.4767,"['tks', 'reply', 'psp', 'employee', 'blamed', 'late', 'departure', 'potus', 'main', 'reason', 'dvr', 'flt', 'late', 'insufficient', 'ground', 'crew', 'handle']",tks reply psp employee blamed late departure potus main reason dvr flt late insufficient ground crew handle,-0.14444444444444446,0.5111111111111111
3173, took this one just for you Not a window Also not fun if you get motion sick ,,2015-02-18 14:52:01 -0800,"Houston, Texas",0.3,0.0,0.7,-0.7186,"['took', 'one', 'window', 'also', 'fun', 'get', 'motion', 'sick']",took one window also fun get motion sick,-0.20714285714285716,0.5285714285714286
3174, they are all pilots FA and ground personnel doing a great job Weather is to blame Who do I talk to about that ,,2015-02-18 14:50:33 -0800,"Boston, MA ",0.094,0.161,0.745,0.4019,"['pilot', 'fa', 'ground', 'personnel', 'great', 'job', 'weather', 'blame', 'talk']",pilot fa ground personnel great job weather blame talk,0.8,0.75
3175, I find this text funny considering we are still sitting here because 2 seats need to be changed out ,,2015-02-18 14:50:26 -0800,,0.0,0.153,0.847,0.4404,"['find', 'text', 'funny', 'considering', 'still', 'sitting', 'seat', 'need', 'changed']",find text funny considering still sitting seat need changed,0.25,1.0
3176, 1007 HoustonBogota with an engine problem mechanics trying to fix the problem safety first better to change the plane,,2015-02-18 14:49:28 -0800,Colombia,0.207,0.218,0.575,0.0772,"['houstonbogota', 'engine', 'problem', 'mechanic', 'trying', 'fix', 'problem', 'safety', 'first', 'better', 'change', 'plane']",houstonbogota engine problem mechanic trying fix problem safety first better change plane,0.375,0.41666666666666663
3177, thanks Makes sense Just annoying that it cant be determined better,,2015-02-18 14:45:45 -0800,"Boston, MA ",0.419,0.17,0.411,-0.501,"['thanks', 'make', 'sense', 'annoying', 'cant', 'determined', 'better']",thanks make sense annoying cant determined better,-0.03333333333333336,0.5333333333333333
3178, patiently drinking and tweeting about my experience,,2015-02-18 14:43:52 -0800,NJ ,0.0,0.0,1.0,0.0,"['patiently', 'drinking', 'tweeting', 'experience']",patiently drinking tweeting experience,0.0,0.0
3179, you have yourselves to blame for giving me the time to get drunk and tell you how I feel about your overpriced sub par airline,,2015-02-18 14:43:11 -0800,NJ ,0.17,0.085,0.745,-0.34,"['blame', 'giving', 'time', 'get', 'drunk', 'tell', 'feel', 'overpriced', 'sub', 'par']",blame giving time get drunk tell feel overpriced sub par,-0.5,1.0
3180, idea if u dont want us to be frustrated dont Cancelled Flight flights because your crew overflowed a toilet Get a plumber,,2015-02-18 14:42:04 -0800,NJ ,0.207,0.078,0.715,-0.4371,"['idea', 'dont', 'want', 'u', 'frustrated', 'dont', 'cancelled', 'flight', 'crew', 'overflowed', 'toilet', 'get', 'plumber']",idea dont want u frustrated dont cancelled flight crew overflowed toilet get plumber,-0.36666666666666664,0.1
3181, I will be patient in my luxurious middle seat on my next delayed flight,,2015-02-18 14:40:23 -0800,NJ ,0.137,0.0,0.863,-0.2263,"['patient', 'luxurious', 'middle', 'seat', 'next', 'delayed']",patient luxurious middle seat next delayed,0.0,0.0
3182, I will be patient as your agent explains how you have me booked on a new flight for 618 when that plane doesnt arrive until 607,,2015-02-18 14:39:04 -0800,NJ ,0.0,0.0,1.0,0.0,"['patient', 'agent', 'explains', 'booked', 'new', 'plane', 'doesnt', 'arrive']",patient agent explains booked new plane doesnt arrive,0.13636363636363635,0.45454545454545453
3183, please help trace my luggage which was put through without a name tag on 11 February 2014 at Albuquerque airport,,2015-02-18 14:37:52 -0800,,0.0,0.227,0.773,0.6124,"['please', 'help', 'trace', 'luggage', 'put', 'without', 'name', 'tag', 'february', 'albuquerque', 'airport']",please help trace luggage put without name tag february albuquerque airport,0.0,0.0
3184, be patient while I let this string of tweets go out showing people you are bad at your business,,2015-02-18 14:37:31 -0800,NJ ,0.171,0.0,0.829,-0.5423,"['patient', 'let', 'string', 'tweet', 'go', 'showing', 'people', 'bad', 'business']",patient let string tweet go showing people bad business,-0.6999999999999998,0.6666666666666666
3185, I think you guys had a half full flight at 4 so you held our overbooked 3pm flight to fill the other one then Cancelled Flightled mine,,2015-02-18 14:36:44 -0800,NJ ,0.08,0.0,0.92,-0.25,"['think', 'guy', 'half', 'full', 'held', 'overbooked', 'fill', 'one', 'cancelled', 'flightled', 'mine']",think guy half full held overbooked fill one cancelled flightled mine,0.09166666666666666,0.35833333333333334
3186,s inflight promo on their TVs includes Brian Williams Tough to edit that quickly Not a complaint just an observation,,2015-02-18 14:35:09 -0800,Earth (for now...),0.077,0.097,0.825,0.0997,"['inflight', 'promo', 'tv', 'includes', 'brian', 'williams', 'tough', 'edit', 'quickly', 'complaint', 'observation']",inflight promo tv includes brian williams tough edit quickly complaint observation,-0.34444444444444444,0.5166666666666667
3187, thanks Ill fill out the form that no one reads or responds to,,2015-02-18 14:35:04 -0800,california,0.279,0.162,0.559,-0.2732,"['thanks', 'ill', 'fill', 'form', 'one', 'read', 'responds']",thanks ill fill form one read responds,-0.15,0.6
3188, I was patient when they refused to switch my flight Bc of my checked bag then Cancelled Flightled the one I was on,,2015-02-18 14:34:54 -0800,NJ ,0.181,0.0,0.819,-0.4939,"['patient', 'refused', 'switch', 'bc', 'checked', 'bag', 'cancelled', 'flightled', 'one']",patient refused switch bc checked bag cancelled flightled one,0.0,0.0
