,Unnamed: 0,text,tweet_coord,tweet_created,tweet_location,negative,positive,neutral,compound,lemmatized,clean,blob_polarity,blob_subjectivity,keywords
2666,2666, its freezing on the gate bridgewaitingforbagsunitedEWR,,2015-02-19 19:08:38 -0800,New York,0.21899999999999997,0.0,0.7809999999999999,-0.1027,"['freezing', 'gate', 'bridgewaitingforbagsunitedewr']",freezing gate bridgewaitingforbagsunitedewr,0.0,0.0, delay baggage
2667,2667, landed at 940pm and have been standing waiting for bags that were loaded plane sidewhy isnt the crew heretiredcustomer,,2015-02-19 19:06:41 -0800,New York,0.0,0.0,1.0,0.0,"['landed', 'standing', 'waiting', 'bag', 'loaded', 'plane', 'sidewhy', 'isnt', 'crew', 'heretiredcustomer']",landed standing waiting bag loaded plane sidewhy isnt crew heretiredcustomer,0.0,0.0, staff delay baggage
2669,2669, I was rebooked however it would have been nice not to have to wait an extra 90 min at the airport  How will you make this right,,2015-02-19 19:04:10 -0800,,0.0,0.10099999999999999,0.899,0.4215,"['rebooked', 'however', 'would', 'nice', 'wait', 'extra', 'min', 'airport', 'make', 'right']",rebooked however would nice wait extra min airport make right,0.29523809523809524,0.5452380952380952, delay
2671,2671, after waiting for over an hour we finally board the airplane only to find out we have to call maintenance And this plane is cold,,2015-02-19 19:02:05 -0800,,0.0,0.0,1.0,0.0,"['waiting', 'hour', 'finally', 'board', 'airplane', 'find', 'call', 'maintenance', 'plane', 'cold']",waiting hour finally board airplane find call maintenance plane cold,-0.3,1.0, delay
2672,2672, broke my suitcase amp refuses to give me a repair estimate ,,2015-02-19 19:01:02 -0800,Where the miles are,0.237,0.0,0.763,-0.4215,"['broke', 'suitcase', 'refuse', 'give', 'repair', 'estimate']",broke suitcase refuse give repair estimate,0.0,0.0, baggage
2673,2673, How do you have a scheduled flight WITH NO CREW Is there a competent person working at this airline,,2015-02-19 19:00:33 -0800,"Buffalo, NY",0.145,0.114,0.741,-0.1613,"['scheduled', 'crew', 'competent', 'person', 'working']",scheduled crew competent person working,0.5,0.6666666666666666, staff
2676,2676, thanks KP  Whats going on w4840 tonight  Bad update online and phone Cant u give customers good info Not waste their time,,2015-02-19 18:48:33 -0800,DC/SF/BFLO,0.21,0.18600000000000003,0.604,-0.1714,"['thanks', 'kp', 'whats', 'going', 'w', 'tonight', 'bad', 'update', 'online', 'phone', 'cant', 'give', 'customer', 'good', 'info', 'waste', 'time']",thanks kp whats going w tonight bad update online phone cant give customer good info waste time,2.7755575615628914e-17,0.3666666666666667, compliment
2677,2677, just got my lost Kindle in the mail Thanks again,,2015-02-19 18:44:17 -0800,,0.174,0.22,0.606,0.1531,"['got', 'lost', 'kindle', 'mail', 'thanks']",got lost kindle mail thanks,0.2,0.2, compliment
2678,2678, is z and d code airfare refundable,,2015-02-19 18:43:15 -0800,,0.0,0.0,1.0,0.0,"['z', 'code', 'airfare', 'refundable']",z code airfare refundable,0.0,0.0, refund
2680,2680, 4840 You knew this flight was delayed MHT to ALB to EWR to get crew Your arrival is Late Flightr than the departure Update your site,,2015-02-19 18:36:53 -0800,DC/SF/BFLO,0.071,0.0,0.929,-0.2263,"['knew', 'delayed', 'mht', 'alb', 'ewr', 'get', 'crew', 'arrival', 'late', 'flightr', 'departure', 'update', 'site']",knew delayed mht alb ewr get crew arrival late flightr departure update site,-0.3,0.6, staff delay
2681,2681, 4840 WTF Why cant you update your times in a timely manner Youve known the fight was more delayed Ur service is awful ,,2015-02-19 18:33:00 -0800,DC/SF/BFLO,0.406,0.0,0.594,-0.9067,"['wtf', 'cant', 'update', 'time', 'timely', 'manner', 'youve', 'known', 'fight', 'delayed', 'ur', 'service', 'awful']",wtf cant update time timely manner youve known fight delayed ur service awful,-0.75,1.0, delay
2682,2682, Want to book a multicity fare Have miles for 1of 2 flights An option to pay for 1st flight with miles 2nd with UMP Visa Thanks,,2015-02-19 18:30:00 -0800,,0.053,0.158,0.789,0.4215,"['want', 'book', 'multicity', 'fare', 'mile', 'flight', 'option', 'pay', 'st', 'mile', 'nd', 'ump', 'visa', 'thanks']",want book multicity fare mile flight option pay st mile nd ump visa thanks,0.2,0.2, compliment
2683,2683, waiting on plane so long missed my connecting flight it left early Thats the last flight out tonight HELP ,,2015-02-19 18:25:26 -0800,,0.10800000000000001,0.15,0.742,0.2393,"['waiting', 'plane', 'long', 'missed', 'connecting', 'left', 'early', 'thats', 'last', 'tonight', 'help']",waiting plane long missed connecting left early thats last tonight help,0.0125,0.19166666666666665, delay
2686,2686, Im in Denver my bag is in San Jose See something wrong here,,2015-02-19 18:20:40 -0800,"Omaha, NE",0.205,0.0,0.795,-0.4767,"['denver', 'bag', 'san', 'jose', 'see', 'something', 'wrong']",denver bag san jose see something wrong,-0.5,0.9, baggage
2687,2687, you know its bad when youre praying your connecting flight is delayed because of an hour delay on the first flight JustGetMeHome,,2015-02-19 18:19:44 -0800,,0.273,0.08900000000000001,0.638,-0.6369,"['know', 'bad', 'youre', 'praying', 'connecting', 'delayed', 'hour', 'delay', 'first', 'justgetmehome']",know bad youre praying connecting delayed hour delay first justgetmehome,-0.22499999999999992,0.5, delay
2689,2689, so our flight into ORD was delayed because of Air Force One but the last flight to SBN is at 820 5 mins from now we just landed,,2015-02-19 18:13:11 -0800,,0.053,0.0,0.9470000000000001,-0.1154,"['ord', 'delayed', 'air', 'force', 'one', 'last', 'sbn', 'min', 'landed']",ord delayed air force one last sbn min landed,0.0,0.06666666666666668, delay
2691,2691, LGJW7B I voluntarily rerouted 1st leg of journey was in economy and was supposed to be 8B Res agent said shed reserve it for me,,2015-02-19 18:06:35 -0800,,0.0,0.0,1.0,0.0,"['lgjwb', 'voluntarily', 'rerouted', 'st', 'leg', 'journey', 'economy', 'supposed', 'b', 're', 'agent', 'said', 'shed', 'reserve']",lgjwb voluntarily rerouted st leg journey economy supposed b re agent said shed reserve,0.0,0.0, staff
2692,2692, 55hrs Late Flightr and you still cant figure it out Random text updates embarrassing ua3728 ,"[38.94549594, -77.45193731]",2015-02-19 18:03:21 -0800,"Carmel, IN",0.157,0.0,0.843,-0.3818,"['hr', 'late', 'flightr', 'still', 'cant', 'figure', 'random', 'text', 'update', 'embarrassing']",hr late flightr still cant figure random text update embarrassing,-0.4,0.55, delay
2697,2697, Leaving soon Thanks,"[40.77395906, -73.8746932]",2015-02-19 17:54:01 -0800,"ÜT: 38.988512,-77.161145",0.0,0.5920000000000001,0.408,0.4404,"['leaving', 'soon', 'thanks']",leaving soon thanks,0.2,0.2, compliment
2698,2698, another DELAYED day Delayed outbound delayed inbound and now waiting at EWR for a gate to be ready how is it not ready,,2015-02-19 17:52:40 -0800,,0.226,0.17600000000000002,0.598,-0.1111,"['another', 'delayed', 'day', 'delayed', 'outbound', 'delayed', 'inbound', 'waiting', 'ewr', 'gate', 'ready', 'ready']",another delayed day delayed outbound delayed inbound waiting ewr gate ready ready,0.2,0.5, delay
2699,2699, Cancelled Flighted my mileage plus award reservation G6455C same day Have yet to see my miles back despite agent confirmation,,2015-02-19 17:51:46 -0800,,0.085,0.149,0.7659999999999999,0.3612,"['cancelled', 'flighted', 'mileage', 'plus', 'award', 'reservation', 'gc', 'day', 'yet', 'see', 'mile', 'back', 'despite', 'agent', 'confirmation']",cancelled flighted mileage plus award reservation gc day yet see mile back despite agent confirmation,0.0,0.0, staff cancellation loyalty_program
2704,2704, WHAT Yall have zero concept of customer service Ohand now my connection is delayed too,,2015-02-19 17:33:08 -0800,,0.11900000000000001,0.0,0.8809999999999999,-0.2263,"['yall', 'zero', 'concept', 'customer', 'service', 'ohand', 'connection', 'delayed']",yall zero concept customer service ohand connection delayed,0.0,0.0, staff delay connection
2705,2705, just curious why youd board a flight without a pilot Seems crucial to the flight process no,,2015-02-19 17:31:50 -0800,"Arlington, VA",0.126,0.131,0.743,0.0258,"['curious', 'youd', 'board', 'without', 'pilot', 'seems', 'crucial', 'process']",curious youd board without pilot seems crucial process,-0.05,1.0, staff
2707,2707, just changed again  This is crazy YourAgentsHaveNoClue ,,2015-02-19 17:28:27 -0800,Pursuit of Happiness,0.28600000000000003,0.0,0.7140000000000001,-0.34,"['changed', 'crazy', 'youragentshavenoclue']",changed crazy youragentshavenoclue,-0.6,0.9, staff
2708,2708, Never can get a flight out on time 4 hour delay earlier another hour delay on my connecting flight Makes 10 straight delays,,2015-02-19 17:26:23 -0800,Minnetonka,0.188,0.078,0.735,-0.4019,"['never', 'get', 'time', 'hour', 'delay', 'earlier', 'another', 'hour', 'delay', 'connecting', 'make', 'straight', 'delay']",never get time hour delay earlier another hour delay connecting make straight delay,0.1,0.45, delay
2709,2709, bc of your delay now you are oversold by 14 passengers This is a mess What are you going to do to compensate,,2015-02-19 17:18:53 -0800,Pursuit of Happiness,0.19399999999999998,0.0,0.8059999999999999,-0.5859,"['bc', 'delay', 'oversold', 'passenger', 'mess', 'going', 'compensate']",bc delay oversold passenger mess going compensate,-0.175,0.175, delay
2710,2710,  blamed weather lol 78 no wind and not a cloud in the sky Delayed both ways 4x RU kidding me to charge me for 15lb w8 delays,"[37.63404103, -122.40313084]",2015-02-19 17:14:24 -0800,Las Vegas & Atlanta,0.222,0.13,0.648,-0.4588,"['blamed', 'weather', 'lol', 'wind', 'cloud', 'sky', 'delayed', 'way', 'x', 'ru', 'kidding', 'charge', 'lb', 'w', 'delay']",blamed weather lol wind cloud sky delayed way x ru kidding charge lb w delay,0.8,0.7, delay
2711,2711, be worseoh you cant delayed with no reason on the way to Lonflight Cancelled Flighted with NO REASON less than 2 days before returning,,2015-02-19 17:11:09 -0800,nyc,0.179,0.129,0.691,-0.3354,"['worseoh', 'cant', 'delayed', 'reason', 'way', 'lonflight', 'cancelled', 'flighted', 'reason', 'le', 'day', 'returning']",worseoh cant delayed reason way lonflight cancelled flighted reason le day returning,0.0,0.0, delay cancellation
2712,2712, flight 48413 gate changes on top of this  Really hoping you can compensate with some pointsmileage to my account,,2015-02-19 17:07:17 -0800,Pursuit of Happiness,0.0,0.223,0.777,0.5984,"['gate', 'change', 'top', 'really', 'hoping', 'compensate', 'pointsmileage', 'account']",gate change top really hoping compensate pointsmileage account,0.35,0.35, loyalty_program
2713,2713, should contact me and the others on my flight who cant get their website to work None of our info is valid ,,2015-02-19 17:03:58 -0800,"Jacksonville Beach, FL",0.0,0.0,1.0,0.0,"['contact', 'others', 'cant', 'get', 'website', 'work', 'none', 'info', 'valid']",contact others cant get website work none info valid,0.0,0.0, online
2714,2714, over an hour stuck and still not off the plane Total failure by you and your partners in ensuring the best customer experience,,2015-02-19 17:01:55 -0800,,0.17300000000000001,0.20600000000000002,0.621,0.25,"['hour', 'stuck', 'still', 'plane', 'total', 'failure', 'partner', 'ensuring', 'best', 'customer', 'experience']",hour stuck still plane total failure partner ensuring best customer experience,0.22777777777777775,0.45, delay
2717,2717, thanks for the 2hr delay and then no ground crew when we landed At least you didnt break my ,,2015-02-19 16:58:37 -0800,"Hoboken, NJ",0.192,0.124,0.684,-0.1531,"['thanks', 'hr', 'delay', 'ground', 'crew', 'landed', 'least', 'didnt', 'break']",thanks hr delay ground crew landed least didnt break,-0.04999999999999999,0.30000000000000004, compliment staff delay baggage
2719,2719, Am I illiterate or is there a magic code to make your customer service site work ,,2015-02-19 16:53:59 -0800,"Jacksonville Beach, FL",0.0,0.0,1.0,0.0,"['illiterate', 'magic', 'code', 'make', 'customer', 'service', 'site', 'work']",illiterate magic code make customer service site work,0.5,1.0, staff
2720,2720, worst airline ever Staff is nasty wifi down bags are delayed due to weather And now the belt is broken Selling UAL stock in AM,,2015-02-19 16:53:44 -0800,,0.377,0.0,0.623,-0.9136,"['worst', 'ever', 'staff', 'nasty', 'wifi', 'bag', 'delayed', 'due', 'weather', 'belt', 'broken', 'selling', 'ual', 'stock']",worst ever staff nasty wifi bag delayed due weather belt broken selling ual stock,-0.63125,0.69375, staff delay baggage
2722,2722, Im confused After your Airport agents directed us to go to your website after DELAYS nothing works ,,2015-02-19 16:53:03 -0800,"Jacksonville Beach, FL",0.126,0.0,0.8740000000000001,-0.3182,"['confused', 'airport', 'agent', 'directed', 'u', 'go', 'website', 'delay', 'nothing', 'work']",confused airport agent directed u go website delay nothing work,-0.4,0.7, staff delay online
2724,2724, 50 minute waitstill at the gate with a broken jetway Might miss connection,,2015-02-19 16:51:17 -0800,,0.32,0.0,0.68,-0.5719,"['minute', 'waitstill', 'gate', 'broken', 'jetway', 'might', 'miss', 'connection']",minute waitstill gate broken jetway might miss connection,-0.4,0.4, delay baggage connection
2730,2730, 40 minutes waiting at the gate for the broken jetway Different gate maybe,,2015-02-19 16:40:42 -0800,,0.205,0.0,0.795,-0.4767,"['minute', 'waiting', 'gate', 'broken', 'jetway', 'different', 'gate', 'maybe']",minute waiting gate broken jetway different gate maybe,-0.2,0.5, delay baggage
2731,2731, how can you never got a flight from austin to Houston in time for a connection ever Ever,,2015-02-19 16:32:53 -0800,Chicago,0.0,0.0,1.0,0.0,"['never', 'got', 'austin', 'houston', 'time', 'connection', 'ever', 'ever']",never got austin houston time connection ever ever,0.0,0.0, connection
2733,2733, now sitting on the tarmac for a half hour after landing because your jetway is broken 2daysofunitedfailures 1thingafteranother,,2015-02-19 16:29:56 -0800,,0.162,0.0,0.838,-0.4767,"['sitting', 'tarmac', 'half', 'hour', 'landing', 'jetway', 'broken', 'daysofunitedfailures', 'thingafteranother']",sitting tarmac half hour landing jetway broken daysofunitedfailures thingafteranother,-0.2833333333333333,0.2833333333333333, baggage
2735,2735, thanks for the reply I have been in contact with Customer Care to get clarification on this issue,,2015-02-19 16:25:22 -0800,"Columbus, Ohio",0.0,0.289,0.711,0.7269,"['thanks', 'reply', 'contact', 'customer', 'care', 'get', 'clarification', 'issue']",thanks reply contact customer care get clarification issue,0.2,0.2, compliment
2736,2736, I will give it a couple more weeks Thank you,,2015-02-19 16:24:06 -0800,Nicaragua,0.0,0.284,0.716,0.4173,"['give', 'couple', 'week', 'thank']",give couple week thank,0.0,0.0, compliment
2737,2737, make sure you make Cancelled Flighted flight baggage and upgrade fees seem like a labyrinth so that you might be able to swindle a few  more,"[37.99311597, -84.52114659]",2015-02-19 16:17:24 -0800,lexington KY,0.179,0.159,0.662,-0.1531,"['make', 'sure', 'make', 'cancelled', 'flighted', 'baggage', 'upgrade', 'fee', 'seem', 'like', 'labyrinth', 'might', 'able', 'swindle']",make sure make cancelled flighted baggage upgrade fee seem like labyrinth might able swindle,0.5,0.7569444444444444, baggage cancellation
2738,2738, How is this considered on time if its arriving at destination half hour Late Flightr than scheduled ,,2015-02-19 16:17:04 -0800,NY,0.0,0.0,1.0,0.0,"['considered', 'time', 'arriving', 'destination', 'half', 'hour', 'late', 'flightr', 'scheduled']",considered time arriving destination half hour late flightr scheduled,-0.2333333333333333,0.3833333333333333, delay
